date,supplyEC,supplyPH,innerCO2,innerHum,innerTemp,innerSolar
2023-10-15,0.3308333333333333,5.932430555555555,296.62159722222225,60.58899305555556,20.247743055555556,109.54152777777779
2023-10-22,0.3007108843537415,5.992545918367347,216.7724455782313,30.637304421768707,17.610375850340137,366.90299829931973
2023-10-29,0.5882738095238096,5.993630952380952,24.214523809523808,3.5426190476190476,0.8223809523809524,8.140773809523811
2023-11-05,0.5604477225672878,5.997725155279503,0.0,0.0,0.0,0.0
2023-11-12,0.22171428571428572,5.998035714285714,187.08217532467532,31.23840043290043,6.7427510822510826,32.452410173160175
2023-11-19,0.6065942028985507,5.991452294685991,460.5913103864734,71.57251811594203,16.043922101449276,77.2958786231884
2023-11-26,0.39765881642512074,5.993590579710145,672.3042512077295,73.56354537612147,15.904283126293995,69.88871730503796
2023-12-03,0.37795634920634924,5.9944444444444445,855.7728571428571,81.4279761904762,14.955357142857142,74.8290873015873
2023-12-10,0.49170454545454545,5.987083333333333,759.1212391774892,77.45912337662337,16.847077922077922,74.09801406926407
2023-12-17,0.7143799603174603,5.9963194444444445,850.0659722222222,87.69279761904761,14.923353174603173,82.06281746031745
2023-12-24,0.8199149659863946,5.995484693877551,1751.6099914965985,81.62858843537414,14.425238095238095,71.03785714285713
2023-12-31,0.3977380952380952,6.000119047619047,1010.358869047619,84.09744047619049,13.832857142857142,84.12154761904762
2024-01-07,0.3683188788335847,6.004399509803921,1115.1074165200268,81.81266978800068,14.827375879839115,78.12175381263616
2024-01-14,0.2924176716141002,5.9991666666666665,1529.1325296330654,78.72073850752422,15.042014146567718,75.10258928571429
2024-01-21,0.3482142857142857,5.998988095238095,1413.102380952381,83.12261904761905,13.544940476190476,76.50011904761905
2024-01-28,0.6973214285714285,6.00154761904762,1827.6240476190476,76.94500000000001,14.981904761904762,70.28017857142858
2024-02-04,0.9154761904761904,5.992142857142857,680.803,77.20636904761905,15.379464285714286,72.41404761904762
2024-02-11,0.5508928571428572,5.953869047619048,1319.989761904762,78.4110119047619,14.407440476190477,79.20017857142857
2024-02-18,0.5738690476190476,5.768869047619048,715.9405952380952,76.82779761904762,15.617499999999998,78.40035714285715
2024-02-25,0.5397619047619048,5.798095238095238,762.8022023809524,87.35714285714286,13.383511904761905,82.41571428571429
2024-03-03,1.0342490842490843,6.080096153846154,900.7674954212455,75.48136446886447,15.282921245421246,65.72836996336996
2024-03-10,0.7876785714285715,5.847261904761905,631.245,70.85125,16.157440476190477,68.03505952380952
2024-03-17,0.6498214285714285,5.910892857142857,678.6458928571428,69.51821428571428,16.217321428571427,69.12833333333334
2024-03-24,0.9140833333333332,5.992261904761905,499.14355952380953,66.80658333333334,16.779845238095238,60.52545238095239
2024-03-31,0.7932142857142858,6.0,415.49333333333334,73.49517857142857,16.03029761904762,78.29041666666667
2024-04-07,0.7445833333333333,5.996369047619048,337.96702380952377,66.13642857142857,17.796904761904763,74.28208333333335
2024-04-14,0.1997478354978355,5.993309523809524,294.16867207792205,59.27032467532467,19.443816017316017,66.54366774891774
2024-04-21,0.6404166666666666,5.9992261904761905,283.5292261904762,69.49714285714286,17.242023809523808,73.2192857142857
2024-04-28,0.7545138888888889,6.0,258.0598611111111,56.178958333333334,19.37375,58.168194444444445
