date,supplyEC,supplyPH,innerCO2,innerHum,innerTemp,innerSolar
2023-09-24,0.975,5.994565217391305,516.0294746376812,81.76467844202898,17.524429347826086,112.42756793478262
2023-10-01,1.0,5.998988095238095,499.94136904761905,84.21732142857142,19.07952380952381,100.80053571428572
2023-10-08,0.9643571428571428,6.0,650.5851309523811,77.55274999999999,15.326142857142857,122.57995238095238
2023-10-15,0.9661904761904763,5.998988095238095,1021.7717261904762,81.50755952380952,15.869107142857144,116.57982142857144
2023-10-22,1.0,6.0,1022.6338095238096,81.25166666666667,13.338273809523809,112.79678571428572
2023-10-29,1.0198214285714287,5.964285714285714,1022.6234497929607,96.80958850931677,14.016555383022775,104.15340062111802
2023-11-05,0.8423214285714286,6.0725,968.7444642857143,88.8497619047619,16.219583333333333,88.7911904761905
2023-11-12,0.9295238095238095,6.067440476190476,1021.9852976190476,86.56529761904763,13.911904761904761,73.80339285714285
2023-11-19,1.0,6.0,1022.4638095238096,87.81744047619047,12.486904761904762,69.48922619047619
2023-11-26,0.8680357142857142,5.880833333333333,431.55625000000003,72.86,13.113392857142856,87.26202380952382
2023-12-03,0.9186904761904762,5.674583333333333,443.6748214285714,70.09613095238095,11.675714285714283,57.99392857142857
2023-12-10,1.0,5.998988095238095,441.70125,87.73576190476192,12.610226190476192,64.11834523809524
2023-12-17,1.0,6.0,369.502380952381,95.79386904761905,12.201309523809524,33.89071428571428
2023-12-24,1.0,6.0,407.88604761904764,90.97919047619048,12.171095238095237,70.55480952380952
2023-12-31,0.0,6.0,476.14639705882354,93.10023897058824,12.732536764705882,84.29340073529411
2024-01-07,0.6620138888888889,5.885347222222222,439.82755555555553,94.56095833333335,10.911666666666667,51.29555555555555
2024-01-14,0.8660714285714286,6.0,476.64723330241185,93.40885590599876,10.831623376623375,63.07060683364255
2024-01-21,0.7251785714285715,5.99797619047619,489.4538095238095,95.82958333333333,10.453452380952381,47.06666666666666
2024-01-28,1.0,6.0,476.9633333333333,92.04279761904762,11.017916666666666,77.26696428571428
2024-02-04,1.0,5.9982291666666665,437.9460416666667,91.65645833333333,12.477083333333333,87.18440972222221
2024-02-11,1.0,6.0,461.88486111111115,90.19930555555555,11.384930555555556,80.64625
2024-02-18,1.0,6.0,432.5982142857143,90.21726190476191,12.837380952380952,83.3192261904762
2024-02-25,1.0,6.0,461.9076785714286,95.7702380952381,10.08422619047619,35.56720238095238
2024-03-03,1.096931112365895,6.311545266327875,451.69596837944664,85.80489318652361,12.832764916243177,103.82008516845474
2024-03-10,1.0292132505175984,6.090801806888764,436.5907580463016,83.26671348578957,12.635913796348579,118.52272209674382
2024-03-17,1.0,6.0,421.10232142857143,86.62892857142856,12.92654761904762,132.6645238095238
2024-03-24,0.8520833333333334,6.0,409.81369047619046,84.58755952380953,15.007797619047619,136.12785714285715
2024-03-31,0.9870833333333334,6.008928571428571,459.82910714285714,87.00797619047619,13.278630952380952,94.83410714285715
2024-04-07,0.6061904761904762,6.004940476190476,444.64303571428576,82.28172619047619,14.807738095238095,121.78755952380952
2024-04-14,0.865,5.990059523809523,483.66267857142856,76.72934523809523,16.350238095238094,177.6420238095238
2024-04-21,0.9672619047619049,6.0,581.260119047619,98.81392857142858,14.465297619047618,125.84785714285715
2024-04-28,1.0,6.0,583.0998611111112,98.64333333333333,14.340138888888887,116.30125
